"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2020-01-01","2020","01","01","","1.4","","-5.1","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-02","2020","01","02","","5.2","","1.1","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","1","","22","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-03","2020","01","03","","6.9","","2.3","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","24","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-04","2020","01","04","","2.2","","-1.3","","0.5","","17.5","","0.0","","0.6","","3.6","","4.2","","2","","30","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-05","2020","01","05","","1.0","","-1.9","","-0.5","","18.5","","0.0","","0.0","","3.2","","3.2","","2","","28","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-06","2020","01","06","","1.4","","-5.7","","-2.2","","20.2","","0.0","","0.0","","2.4","","2.8","","5","","24","","59",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-07","2020","01","07","","3.2","","-5.4","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","3","","26","","54",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-08","2020","01","08","","-0.7","","-10.1","","-5.4","","23.4","","0.0","","0.0","","1.4","","1.0","","4","","31","","61",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-09","2020","01","09","","5.0","","-12.6","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","3","","20","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-10","2020","01","10","","7.2","","3.7","","5.5","","12.5","","0.0","","3.6","","0.0","","3.6","","0","T","22","","65",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-11","2020","01","11","","12.3","","1.7","","7.0","","11.0","","0.0","","41.2","","0.0","","41.2","","","","4","","63",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-12","2020","01","12","","1.7","","-4.8","","-1.6","","19.6","","0.0","","8.2","","0.0","T","8.2","","","","3","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-13","2020","01","13","","2.4","","-3.2","","-0.4","","18.4","","0.0","","0.0","","0.8","","1.2","","1","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-14","2020","01","14","","3.1","","-4.3","","-0.6","","18.6","","0.0","","0.0","T","0.0","","0.0","T","","","27","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-15","2020","01","15","","3.5","","0.3","","1.9","","16.1","","0.0","","0.2","","0.0","T","0.2","","","","26","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-16","2020","01","16","","1.9","","-8.1","","-3.1","","21.1","","0.0","","0.2","","0.0","T","0.2","","","","26","","61",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-17","2020","01","17","","-7.7","","-12.5","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-18","2020","01","18","","3.3","","-8.5","","-2.6","","20.6","","0.0","","1.0","","12.2","","13.6","","7","E","25","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-19","2020","01","19","","-0.1","","-13.4","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","6","","25","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-20","2020","01","20","","-5.6","","-16.9","","-11.3","","29.3","","0.0","","0.0","","0.0","","0.0","","6","","31","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-21","2020","01","21","","-4.3","","-9.3","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","5","","24","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-22","2020","01","22","","-0.5","","-8.4","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","5","","22","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-23","2020","01","23","","2.6","","-5.7","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","5","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-24","2020","01","24","","2.7","","-0.2","","1.3","","16.7","","0.0","","19.6","","0.0","T","19.6","","3","","5","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-25","2020","01","25","","3.3","","0.3","","1.8","","16.2","","0.0","","6.0","","0.0","","6.0","","1","","23","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-26","2020","01","26","","2.6","","-0.1","","1.3","","16.7","","0.0","","0.2","","0.8","","1.0","","0","T","24","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-27","2020","01","27","","1.0","","-0.5","","0.3","","17.7","","0.0","","0.0","","0.4","","0.4","","0","T","25","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-28","2020","01","28","","1.5","","-2.4","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-29","2020","01","29","","-0.8","","-7.5","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-30","2020","01","30","","-1.1","","-7.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","0","T","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-31","2020","01","31","","-0.2","","-4.1","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-01","2020","02","01","","0.6","","-2.6","","-1.0","","19.0","","0.0","","0.0","","1.0","","1.0","","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-02","2020","02","02","","1.6","","-1.2","","0.2","","17.8","","0.0","","0.4","","5.0","","5.4","","1","","20","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-03","2020","02","03","","6.1","","-0.1","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","3","","27","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-04","2020","02","04","","1.9","","-4.1","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","0","T","33","","46",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-05","2020","02","05","","-3.5","","-7.7","","-5.6","","23.6","","0.0","","0.0","","1.8","","1.8","","0","T","35","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-06","2020","02","06","","-2.9","","-5.5","","-4.2","","22.2","","0.0","","0.0","","7.8","","8.4","","3","","6","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-07","2020","02","07","","-2.8","","-11.3","","-7.1","","25.1","","0.0","","0.0","","2.6","","1.6","","7","","2","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-08","2020","02","08","","-7.8","","-12.7","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-09","2020","02","09","","1.0","","-11.8","","-5.4","","23.4","","0.0","","0.0","","2.6","","2.6","","7","","21","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-10","2020","02","10","","3.1","","-0.4","","1.4","","16.6","","0.0","","0.0","","2.2","","2.4","","5","","20","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-11","2020","02","11","","1.3","","-3.8","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","3","","27","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-12","2020","02","12","","","M","","M","","M","","M","","M","0.0","","0.4","","0.4","","1","","24","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-13","2020","02","13","","0.4","","-13.3","","-6.5","","24.5","","0.0","","0.0","","1.6","","1.6","","2","","30","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-14","2020","02","14","","-9.3","","-19.1","","-14.2","","32.2","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-15","2020","02","15","","0.5","","-10.6","","-5.1","","23.1","","0.0","","0.0","","0.2","","0.2","","2","","23","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-16","2020","02","16","","2.2","","-5.2","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-17","2020","02","17","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","1","E","5","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-18","2020","02","18","","","M","","M","","M","","M","","M","0.0","","7.6","","7.6","","7","","23","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-19","2020","02","19","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","1","","28","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-20","2020","02","20","","-2.4","","-11.5","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-21","2020","02","21","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","T","23","","58",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-22","2020","02","22","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","T","24","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-23","2020","02","23","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","T","21","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-24","2020","02","24","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","T","3","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-25","2020","02","25","","2.8","","0.2","","1.5","","16.5","","0.0","","0.0","","0.4","","0.4","","0","T","5","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-26","2020","02","26","","","M","","M","","M","","M","","M","0.0","","13.8","","13.4","","1","","5","","50",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-27","2020","02","27","","-3.6","","-7.7","","-5.7","","23.7","","0.0","","0.0","","2.6","","1.0","","15","","27","","78",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-28","2020","02","28","","-4.4","","-8.6","","-6.5","","24.5","","0.0","","0.0","","1.4","","1.2","","15","","24","","67",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-29","2020","02","29","","-3.8","","-12.7","","-8.3","","26.3","","0.0","","0.0","","0.0","T","0.0","T","16","","28","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-01","2020","03","01","","4.2","","-12.8","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","16","","19","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-02","2020","03","02","","6.2","","2.6","","4.4","","13.6","","0.0","","11.4","","0.0","","11.4","","10","","22","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-03","2020","03","03","","4.3","","1.5","","2.9","","15.1","","0.0","","9.0","","0.0","","9.0","","0","T","26","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-04","2020","03","04","","5.9","","-2.5","","1.7","","16.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","26","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-05","2020","03","05","","5.4","","-4.9","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-06","2020","03","06","","1.1","","-1.6","","-0.3","","18.3","","0.0","","0.0","","4.6","","4.6","","2","","2","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-07","2020","03","07","","2.2","","-8.9","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","5","","35","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-08","2020","03","08","","10.8","","-1.7","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","4","","23","","59",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-09","2020","03","09","","","M","","M","","M","","M","","M","0.0","T","0.0","","0.0","T","0","T","23","","63",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-10","2020","03","10","","11.3","","-2.3","","4.5","","13.5","","0.0","","12.0","","0.0","","12.0","","0","T","21","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-11","2020","03","11","","3.4","","-4.4","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-12","2020","03","12","","4.9","","0.2","","2.6","","15.4","","0.0","","0.6","","0.0","","0.6","","","","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-13","2020","03","13","","10.6","","0.5","","5.6","","12.4","","0.0","","3.4","","0.0","","3.4","","","","26","","71",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-14","2020","03","14","","2.2","","-2.4","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","","","29","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-15","2020","03","15","","2.2","","-5.4","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-16","2020","03","16","","4.2","","-6.4","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-03-17","2020","03","17","","8.4","","-1.0","","3.7","","14.3","","0.0","","0.0","","0.8","","0.8","","","","25","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-18","2020","03","18","","3.5","","-4.5","","-0.5","","18.5","","0.0","","4.0","","0.0","T","4.0","","","","4","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-19","2020","03","19","","8.9","","1.0","","5.0","","13.0","","0.0","","2.6","","0.0","","2.6","","","","4","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-20","2020","03","20","","17.5","","-3.6","","7.0","","11.0","","0.0","","4.1","","0.0","","4.1","","","","22","","81",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-21","2020","03","21","","0.5","","-7.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","","","34","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-22","2020","03","22","","1.2","","-8.6","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","4","","50",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-23","2020","03","23","","3.4","","-1.6","","0.9","","17.1","","0.0","","4.8","","2.6","","7.6","","2","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-03-24","2020","03","24","","4.5","","-0.6","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","6","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-25","2020","03","25","","13.0","","0.2","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","22","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-26","2020","03","26","","14.3","","0.4","","7.4","","10.6","","0.0","","0.0","T","0.0","","0.0","T","","","23","","50",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-27","2020","03","27","","10.2","","0.7","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-03-28","2020","03","28","","4.1","","1.7","","2.9","","15.1","","0.0","","7.4","","0.0","","7.4","","","","4","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-29","2020","03","29","","19.8","","3.5","","11.7","","6.3","","0.0","","10.8","","0.0","","10.8","","","","25","","96",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-30","2020","03","30","","8.5","","3.6","","6.1","","11.9","","0.0","","0.8","","0.0","","0.8","","","","23","","58",""
"-79.94","43.17","HAMILTON A","6153193","2020-03-31","2020","03","31","","5.3","","3.0","","4.2","","13.8","","0.0","","1.0","","0.0","","1.0","","","","5","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-01","2020","04","01","","10.3","","-0.1","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","","","6","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-02","2020","04","02","","14.2","","0.7","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","30","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-03","2020","04","03","","11.4","","0.4","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","34","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-04","2020","04","04","","13.0","","3.2","","8.1","","9.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-04-05","2020","04","05","","12.8","","1.3","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","32","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-06","2020","04","06","","15.2","","-3.2","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","23","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-07","2020","04","07","","14.6","","3.6","","9.1","","8.9","","0.0","","1.8","","0.0","","1.8","","","","36","","54",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-08","2020","04","08","","15.3","","3.6","","9.5","","8.5","","0.0","","3.8","","0.0","","3.8","","","","27","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-09","2020","04","09","","9.0","","0.1","","4.6","","13.4","","0.0","","10.0","","0.0","T","10.0","","","","27","","59",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-10","2020","04","10","","6.2","","-1.0","","2.6","","15.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","65",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-11","2020","04","11","","9.0","","-2.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","27","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-12","2020","04","12","","18.1","","2.4","","10.3","","7.7","","0.0","","0.8","","0.0","","0.8","","","","18","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-13","2020","04","13","","14.2","","1.3","","7.8","","10.2","","0.0","","14.2","","0.0","","14.2","","","","29","","72",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-14","2020","04","14","","6.1","","-3.8","","1.2","","16.8","","0.0","","0.0","","0.4","","0.4","","0","T","24","","59",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-15","2020","04","15","","4.4","","-4.8","","-0.2","","18.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","24","","50",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-16","2020","04","16","","4.3","","-5.6","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","","","27","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-17","2020","04","17","","4.1","","-3.5","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","","","16","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-18","2020","04","18","","8.9","","-3.4","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","22","","54",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-19","2020","04","19","","11.8","","-2.9","","4.5","","13.5","","0.0","","2.6","","0.0","","2.6","","","","23","","61",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-20","2020","04","20","","10.3","","-5.1","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","17","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-21","2020","04","21","","8.0","","-2.8","","2.6","","15.4","","0.0","","1.8","","0.0","T","1.8","","","","27","","81",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-22","2020","04","22","","5.5","","-4.1","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","","","27","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-23","2020","04","23","","4.0","","-0.9","","1.6","","16.4","","0.0","","2.4","","0.0","T","2.4","","","","5","","48",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-24","2020","04","24","","9.7","","1.2","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","4","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-25","2020","04","25","","11.9","","-1.2","","5.4","","12.6","","0.0","","0.8","","0.0","","0.8","","","","4","","46",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-26","2020","04","26","","5.9","","4.0","","5.0","","13.0","","0.0","","12.6","","0.0","","12.6","","","","5","","80",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-27","2020","04","27","","14.3","","1.3","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","16","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-04-28","2020","04","28","","14.4","","4.3","","9.4","","8.6","","0.0","","0.8","","0.0","","0.8","","","","25","","39",""
